id_prod,date,session_id,client_id,sex,birth,price,categ,age,segment_client
0_209,2021-05-15 17:19:43.542484,s_34914,c_6714,f,1968,6.99,0,53,B2B
0_1525,2021-05-15 17:24:38.438459,s_34915,c_1609,m,1980,6.99,0,41,B2B
0_1450,2021-05-15 17:33:04.712475,s_34925,c_1609,m,1980,7.43,0,41,B2B
0_1440,2021-05-15 17:39:51.636358,s_34915,c_1609,m,1980,5.62,0,41,B2B
0_1516,2021-05-15 17:39:54.994687,s_34914,c_6714,f,1968,11.43,0,53,B2B
0_911,2021-05-15 17:41:49.265959,s_34931,c_3454,m,1969,4.99,0,52,B2B
0_1311,2021-05-15 18:28:05.531958,s_34949,c_1609,m,1980,18.99,0,41,B2B
0_2231,2021-05-15 18:31:23.032664,s_34949,c_1609,m,1980,13.99,0,41,B2B
0_1184,2021-05-15 18:46:56.132436,s_34954,c_3454,m,1969,4.1,0,52,B2B
2_37,2021-05-15 18:54:33.183578,s_34956,c_4958,m,1999,48.99,2,22,B2B
0_1030,2021-05-15 19:00:49.280172,s_34959,c_3454,m,1969,13.73,0,52,B2B
0_2052,2021-05-15 19:12:08.154407,s_34965,c_3454,m,1969,8.87,0,52,B2B
1_363,2021-05-15 19:13:44.982149,s_34965,c_3454,m,1969,16.99,1,52,B2B
0_1404,2021-05-15 19:43:15.861664,s_34976,c_1609,m,1980,6.84,0,41,B2B
0_1055,2021-05-15 19:49:11.257527,s_34976,c_1609,m,1980,7.99,0,41,B2B
0_1476,2021-05-15 19:57:19.587686,s_34976,c_1609,m,1980,15.66,0,41,B2B
0_162,2021-05-15 20:00:29.954233,s_34976,c_1609,m,1980,9.82,0,41,B2B
0_1053,2021-05-15 20:04:02.988430,s_34976,c_1609,m,1980,10.99,0,41,B2B
0_1354,2021-05-15 20:19:31.764868,s_34986,c_1609,m,1980,7.02,0,41,B2B
0_1278,2021-05-15 20:26:25.847838,s_34986,c_1609,m,1980,8.96,0,41,B2B
0_1188,2021-05-15 20:33:37.401143,s_34993,c_3454,m,1969,14.94,0,52,B2B
0_1636,2021-05-15 20:37:16.939392,s_34986,c_1609,m,1980,9.45,0,41,B2B
0_1606,2021-05-15 20:48:11.332142,s_34986,c_1609,m,1980,17.4,0,41,B2B
0_2150,2021-05-15 20:48:50.301849,s_34986,c_1609,m,1980,9.8,0,41,B2B
0_1373,2021-05-15 21:27:30.606457,s_35005,c_1609,m,1980,18.99,0,41,B2B
0_1035,2021-05-15 21:45:37.131324,s_35005,c_1609,m,1980,3.99,0,41,B2B
1_99,2021-05-15 22:13:04.504587,s_35022,c_3454,m,1969,21.99,1,52,B2B
0_2196,2021-05-15 22:29:18.421080,s_35027,c_1609,m,1980,12.34,0,41,B2B
0_1730,2021-05-15 22:45:45.925021,s_35034,c_3454,m,1969,5.03,0,52,B2B
0_1999,2021-05-16 00:20:18.535517,s_35061,c_1609,m,1980,12.99,0,41,B2B
1_389,2021-05-16 00:24:53.736182,s_35063,c_6714,f,1968,24.99,1,53,B2B
0_1252,2021-05-16 00:28:51.968713,s_35064,c_1609,m,1980,4.31,0,41,B2B
1_400,2021-05-16 00:31:54.812805,s_35064,c_1609,m,1980,16.6,1,41,B2B
0_1017,2021-05-16 00:36:04.158184,s_35064,c_1609,m,1980,8.99,0,41,B2B
0_680,2021-05-16 00:42:15.416390,s_35064,c_1609,m,1980,7.43,0,41,B2B
0_1067,2021-05-16 01:12:11.262026,s_35063,c_6714,f,1968,12.99,0,53,B2B
0_2185,2021-05-16 02:17:10.228106,s_35094,c_1609,m,1980,9.99,0,41,B2B
0_1517,2021-05-16 02:29:16.800921,s_35098,c_1609,m,1980,17.99,0,41,B2B
0_1532,2021-05-16 02:33:20.271300,s_35098,c_1609,m,1980,17.14,0,41,B2B
0_652,2021-05-16 02:42:31.020427,s_35094,c_1609,m,1980,4.03,0,41,B2B
0_995,2021-05-16 02:45:48.063706,s_35103,c_1609,m,1980,10.99,0,41,B2B
0_1108,2021-05-16 02:50:34.129973,s_35105,c_1609,m,1980,17.45,0,41,B2B
0_1397,2021-05-16 02:54:56.698363,s_35105,c_1609,m,1980,14.99,0,41,B2B
0_1363,2021-05-16 03:01:24.221754,s_35103,c_1609,m,1980,16.99,0,41,B2B
0_1639,2021-05-16 03:01:28.946357,s_35103,c_1609,m,1980,6.99,0,41,B2B
0_1508,2021-05-16 03:18:41.358615,s_35105,c_1609,m,1980,8.03,0,41,B2B
2_45,2021-05-16 03:44:51.898024,s_35117,c_4958,m,1999,32.99,2,22,B2B
1_464,2021-05-16 04:49:17.837248,s_35140,c_1609,m,1980,15.01,1,41,B2B
0_1621,2021-05-16 04:58:03.524991,s_35140,c_1609,m,1980,17.99,0,41,B2B
1_304,2021-05-16 05:12:37.485210,s_35148,c_4958,m,1999,26.64,1,22,B2B
0_1400,2021-05-16 05:14:09.493732,s_35140,c_1609,m,1980,5.15,0,41,B2B
0_1363,2021-05-16 06:27:37.168496,s_35167,c_3454,m,1969,16.99,0,52,B2B
0_1529,2021-05-16 09:44:53.251235,s_35226,c_1609,m,1980,3.99,0,41,B2B
1_462,2021-05-16 09:45:42.501117,s_35227,c_4958,m,1999,16.66,1,22,B2B
0_1159,2021-05-16 09:49:06.824625,s_35229,c_1609,m,1980,7.99,0,41,B2B
0_1102,2021-05-16 09:49:25.028423,s_35230,c_1609,m,1980,4.63,0,41,B2B
0_1378,2021-05-16 10:19:03.213272,s_35226,c_1609,m,1980,13.96,0,41,B2B
0_1315,2021-05-16 10:29:02.952960,s_35226,c_1609,m,1980,10.99,0,41,B2B
0_1565,2021-05-16 10:50:03.436134,s_35252,c_1609,m,1980,7.99,0,41,B2B
1_538,2021-05-16 10:52:58.201240,s_35254,c_1609,m,1980,27.03,1,41,B2B
0_991,2021-05-16 11:05:38.627358,s_35252,c_1609,m,1980,19.99,0,41,B2B
0_1311,2021-05-16 12:07:02.355429,s_35270,c_1609,m,1980,18.99,0,41,B2B
0_1325,2021-05-16 12:16:56.144324,s_35270,c_1609,m,1980,9.99,0,41,B2B
0_1328,2021-05-16 12:40:58.562463,s_35270,c_1609,m,1980,8.52,0,41,B2B
0_1616,2021-05-16 12:48:03.581219,s_35270,c_1609,m,1980,13.5,0,41,B2B
1_488,2021-05-16 13:36:47.277536,s_35295,c_1609,m,1980,12.19,1,41,B2B
0_1054,2021-05-16 13:42:18.727241,s_35295,c_1609,m,1980,8.11,0,41,B2B
0_1646,2021-05-16 13:50:04.558618,s_35295,c_1609,m,1980,14.85,0,41,B2B
0_1410,2021-05-16 13:53:41.465007,s_35295,c_1609,m,1980,14.85,0,41,B2B
1_388,2021-05-16 13:56:34.703361,s_35300,c_3454,m,1969,16.7,1,52,B2B
0_1626,2021-05-16 14:51:58.144405,s_35316,c_1609,m,1980,14.02,0,41,B2B
0_1073,2021-05-16 14:53:03.856527,s_35316,c_1609,m,1980,13.99,0,41,B2B
2_164,2021-05-16 15:26:01.334872,s_35332,c_4958,m,1999,52.26,2,22,B2B
0_1106,2021-05-16 17:42:38.368778,s_35378,c_3454,m,1969,14.27,0,52,B2B
2_112,2021-05-16 18:04:30.160535,s_35385,c_4958,m,1999,67.57,2,22,B2B
1_456,2021-05-16 18:14:09.918105,s_35391,c_6714,f,1968,28.27,1,53,B2B
0_1166,2021-05-16 18:21:07.709697,s_35391,c_6714,f,1968,18.45,0,53,B2B
0_1370,2021-05-16 18:23:26.637948,s_35391,c_6714,f,1968,11.3,0,53,B2B
0_2108,2021-05-16 18:28:17.011603,s_35391,c_6714,f,1968,8.82,0,53,B2B
0_1186,2021-05-16 18:32:00.173846,s_35391,c_6714,f,1968,12.3,0,53,B2B
1_435,2021-05-16 19:22:15.249439,s_35407,c_1609,m,1980,11.99,1,41,B2B
0_1395,2021-05-16 19:47:21.166331,s_35407,c_1609,m,1980,3.99,0,41,B2B
0_1938,2021-05-16 19:50:21.212044,s_35407,c_1609,m,1980,1.58,0,41,B2B
0_1474,2021-05-16 19:54:57.426381,s_35407,c_1609,m,1980,9.88,0,41,B2B
1_347,2021-05-16 20:13:11.787685,s_35426,c_3454,m,1969,21.99,1,52,B2B
1_532,2021-05-16 20:54:01.658654,s_35440,c_1609,m,1980,11.32,1,41,B2B
0_1355,2021-05-16 21:12:25.738971,s_35443,c_1609,m,1980,18.99,0,41,B2B
0_1357,2021-05-16 21:31:19.369904,s_35443,c_1609,m,1980,15.99,0,41,B2B
1_493,2021-05-16 21:51:02.679393,s_35461,c_6714,f,1968,10.99,1,53,B2B
0_1584,2021-05-16 21:53:43.579162,s_35461,c_6714,f,1968,11.85,0,53,B2B
0_1572,2021-05-16 22:10:43.831664,s_35461,c_6714,f,1968,8.61,0,53,B2B
0_1248,2021-05-16 22:51:06.076610,s_35477,c_1609,m,1980,7.49,0,41,B2B
0_2075,2021-05-16 23:06:54.758571,s_35477,c_1609,m,1980,8.99,0,41,B2B
0_1362,2021-05-16 23:45:28.468564,s_35477,c_1609,m,1980,11.3,0,41,B2B
1_434,2021-05-17 00:31:13.130504,s_35505,c_6714,f,1968,15.87,1,53,B2B
0_1491,2021-05-17 00:52:21.632415,s_35505,c_6714,f,1968,5.99,0,53,B2B
0_1159,2021-05-17 00:55:58.783297,s_35505,c_6714,f,1968,7.99,0,53,B2B
0_1293,2021-05-17 00:56:28.721096,s_35505,c_6714,f,1968,11.99,0,53,B2B
1_547,2021-05-17 01:34:31.873089,s_35505,c_6714,f,1968,15.99,1,53,B2B
0_1073,2021-05-17 01:45:36.524355,s_35529,c_1609,m,1980,13.99,0,41,B2B
0_1635,2021-05-17 01:51:24.181664,s_35529,c_1609,m,1980,16.99,0,41,B2B
0_1314,2021-05-17 01:53:36.437958,s_35529,c_1609,m,1980,20.63,0,41,B2B
0_1639,2021-05-17 02:35:31.906186,s_35546,c_1609,m,1980,6.99,0,41,B2B
0_1324,2021-05-17 02:37:38.334184,s_35546,c_1609,m,1980,3.93,0,41,B2B
0_1430,2021-05-17 02:50:24.556713,s_35550,c_1609,m,1980,16.47,0,41,B2B
0_1344,2021-05-17 02:52:45.820958,s_35546,c_1609,m,1980,19.04,0,41,B2B
0_1067,2021-05-17 03:10:53.005440,s_35546,c_1609,m,1980,12.99,0,41,B2B
0_1469,2021-05-17 03:16:01.322206,s_35550,c_1609,m,1980,14.99,0,41,B2B
0_1338,2021-05-17 03:16:22.733699,s_35550,c_1609,m,1980,9.28,0,41,B2B
1_444,2021-05-17 03:20:14.756174,s_35546,c_1609,m,1980,12.61,1,41,B2B
1_413,2021-05-17 04:02:04.334785,s_35568,c_1609,m,1980,17.99,1,41,B2B
1_293,2021-05-17 04:05:16.481567,s_35571,c_1609,m,1980,22.99,1,41,B2B
0_1407,2021-05-17 04:05:35.270920,s_35568,c_1609,m,1980,13.99,0,41,B2B
0_1573,2021-05-17 04:05:49.624416,s_35571,c_1609,m,1980,6.99,0,41,B2B
0_1831,2021-05-17 04:06:05.741846,s_35571,c_1609,m,1980,6.99,0,41,B2B
0_1363,2021-05-17 04:31:03.854944,s_35578,c_3454,m,1969,16.99,0,52,B2B
0_1965,2021-05-17 06:00:12.776935,s_35602,c_6714,f,1968,4.99,0,53,B2B
1_480,2021-05-17 06:02:49.247855,s_35602,c_6714,f,1968,19.08,1,53,B2B
0_2058,2021-05-17 06:02:51.098285,s_35603,c_1609,m,1980,5.52,0,41,B2B
0_308,2021-05-17 06:07:07.959142,s_35603,c_1609,m,1980,18.25,0,41,B2B
0_1249,2021-05-17 06:12:37.484100,s_35602,c_6714,f,1968,12.99,0,53,B2B
0_1449,2021-05-17 06:15:29.855081,s_35602,c_6714,f,1968,4.99,0,53,B2B
0_1291,2021-05-17 06:26:55.135368,s_35603,c_1609,m,1980,16.99,0,41,B2B
0_1133,2021-05-17 06:32:45.447725,s_35603,c_1609,m,1980,19.99,0,41,B2B
1_547,2021-05-17 06:53:08.646897,s_35602,c_6714,f,1968,15.99,1,53,B2B
1_395,2021-05-17 08:19:23.054954,s_35639,c_3454,m,1969,28.99,1,52,B2B
2_112,2021-05-17 08:25:20.115517,s_35641,c_6714,f,1968,67.57,2,53,B2B
1_189,2021-05-17 08:41:11.370720,s_35641,c_6714,f,1968,13.99,1,53,B2B
0_1528,2021-05-17 08:55:36.311180,s_35651,c_1609,m,1980,11.38,0,41,B2B
0_1404,2021-05-17 09:15:56.681834,s_35651,c_1609,m,1980,6.84,0,41,B2B
0_1362,2021-05-17 09:27:56.657405,s_35651,c_1609,m,1980,11.3,0,41,B2B
1_365,2021-05-17 09:34:06.387337,s_35651,c_1609,m,1980,13.99,1,41,B2B
0_1752,2021-05-17 09:44:27.379953,s_35674,c_6714,f,1968,5.99,0,53,B2B
0_1600,2021-05-17 09:51:44.709717,s_35674,c_6714,f,1968,13.23,0,53,B2B
0_1360,2021-05-17 09:56:25.722920,s_35678,c_1609,m,1980,4.33,0,41,B2B
0_1296,2021-05-17 09:58:16.824587,s_35678,c_1609,m,1980,5.83,0,41,B2B
1_352,2021-05-17 10:09:05.344524,s_35674,c_6714,f,1968,19.57,1,53,B2B
0_1391,2021-05-17 10:12:08.950227,s_35678,c_1609,m,1980,7.99,0,41,B2B
0_229,2021-05-17 10:14:01.852732,s_35678,c_1609,m,1980,17.99,0,41,B2B
0_1471,2021-05-17 11:19:05.799842,s_35699,c_3454,m,1969,12.99,0,52,B2B
0_1030,2021-05-17 12:32:07.742892,s_35722,c_3454,m,1969,13.73,0,52,B2B
0_1564,2021-05-17 12:52:40.939420,s_35730,c_1609,m,1980,11.12,0,41,B2B
0_1626,2021-05-17 12:53:20.740823,s_35731,c_1609,m,1980,14.02,0,41,B2B
0_1330,2021-05-17 12:53:36.666819,s_35730,c_1609,m,1980,10.44,0,41,B2B
1_339,2021-05-17 13:30:03.003337,s_35741,c_3454,m,1969,22.99,1,52,B2B
0_1548,2021-05-17 13:30:19.691836,s_35731,c_1609,m,1980,9.66,0,41,B2B
1_264,2021-05-17 13:36:12.844720,s_35742,c_3454,m,1969,16.07,1,52,B2B
1_685,2021-05-17 13:37:10.511381,s_35743,c_1609,m,1980,15.99,1,41,B2B
0_2013,2021-05-17 14:01:15.150331,s_35743,c_1609,m,1980,9.99,0,41,B2B
0_1630,2021-05-17 14:17:48.933184,s_35743,c_1609,m,1980,12.48,0,41,B2B
1_313,2021-05-17 16:55:51.617822,s_35808,c_1609,m,1980,27.99,1,41,B2B
1_44,2021-05-17 18:11:25.858856,s_35836,c_6714,f,1968,14.49,1,53,B2B
0_163,2021-05-17 18:17:51.682320,s_35839,c_3454,m,1969,7.99,0,52,B2B
0_1046,2021-05-17 18:21:47.783466,s_35836,c_6714,f,1968,10.06,0,53,B2B
1_325,2021-05-17 18:44:28.235094,s_35836,c_6714,f,1968,27.99,1,53,B2B
1_488,2021-05-17 19:35:55.016796,s_35869,c_6714,f,1968,12.19,1,53,B2B
1_403,2021-05-17 20:00:05.055487,s_35869,c_6714,f,1968,17.99,1,53,B2B
0_1223,2021-05-17 21:29:07.696255,s_35901,c_1609,m,1980,5.99,0,41,B2B
0_1416,2021-05-17 22:00:13.364167,s_35901,c_1609,m,1980,9.56,0,41,B2B
0_2121,2021-05-17 22:00:23.674622,s_35901,c_1609,m,1980,24.99,0,41,B2B
1_414,2021-05-18 00:56:00.457138,s_35958,c_1609,m,1980,23.83,1,41,B2B
1_504,2021-05-18 01:03:01.322657,s_35962,c_1609,m,1980,13.79,1,41,B2B
0_2192,2021-05-18 01:04:44.349551,s_35958,c_1609,m,1980,16.87,0,41,B2B
0_1489,2021-05-18 01:06:36.669106,s_35958,c_1609,m,1980,10.99,0,41,B2B
0_1377,2021-05-18 01:09:27.925601,s_35962,c_1609,m,1980,14.99,0,41,B2B
0_1425,2021-05-18 01:28:15.171918,s_35962,c_1609,m,1980,12.99,0,41,B2B
0_1349,2021-05-18 01:28:34.345534,s_35967,c_1609,m,1980,15.99,0,41,B2B
1_264,2021-05-18 01:57:31.550309,s_35978,c_6714,f,1968,16.07,1,53,B2B
0_1994,2021-05-18 01:58:13.936888,s_35978,c_6714,f,1968,4.98,0,53,B2B
0_1837,2021-05-18 01:59:01.379713,s_35967,c_1609,m,1980,10.99,0,41,B2B
0_1618,2021-05-18 02:07:37.792517,s_35967,c_1609,m,1980,3.95,0,41,B2B
0_1761,2021-05-18 02:12:18.834615,s_35978,c_6714,f,1968,7.99,0,53,B2B
0_506,2021-05-18 02:30:19.302982,s_35978,c_6714,f,1968,15.81,0,53,B2B
1_277,2021-05-18 02:34:49.548259,s_35990,c_1609,m,1980,25.99,1,41,B2B
0_1349,2021-05-18 02:34:58.334018,s_35990,c_1609,m,1980,15.99,0,41,B2B
0_1291,2021-05-18 02:45:23.818185,s_35990,c_1609,m,1980,16.99,0,41,B2B
0_1718,2021-05-18 02:55:22.099542,s_35997,c_6714,f,1968,9.67,0,53,B2B
1_653,2021-05-18 03:13:50.488521,s_35997,c_6714,f,1968,25.99,1,53,B2B
0_519,2021-05-18 03:15:18.662135,s_35990,c_1609,m,1980,6.99,0,41,B2B
1_400,2021-05-18 03:21:14.011158,s_35997,c_6714,f,1968,16.6,1,53,B2B
0_1596,2021-05-18 03:40:59.004724,s_36007,c_1609,m,1980,10.36,0,41,B2B
0_1628,2021-05-18 03:48:10.298023,s_36012,c_1609,m,1980,9.99,0,41,B2B
0_1410,2021-05-18 04:00:55.078221,s_36007,c_1609,m,1980,14.85,0,41,B2B
1_313,2021-05-18 04:10:10.415897,s_36018,c_3454,m,1969,27.99,1,52,B2B
1_365,2021-05-18 04:10:33.116249,s_36018,c_3454,m,1969,13.99,1,52,B2B
2_153,2021-05-18 05:28:26.281544,s_36047,c_4958,m,1999,139.99,2,22,B2B
2_102,2021-05-18 06:32:39.075352,s_36064,c_4958,m,1999,59.14,2,22,B2B
1_274,2021-05-18 07:08:12.498605,s_36076,c_6714,f,1968,24.4,1,53,B2B
1_529,2021-05-18 07:34:22.398831,s_36083,c_4958,m,1999,17.99,1,22,B2B
1_466,2021-05-18 08:09:58.676304,s_36094,c_3454,m,1969,15.81,1,52,B2B
2_112,2021-05-18 08:14:19.885764,s_36094,c_3454,m,1969,67.57,2,52,B2B
0_1630,2021-05-18 09:16:44.241543,s_36117,c_3454,m,1969,12.48,0,52,B2B
1_366,2021-05-18 09:24:22.291844,s_36117,c_3454,m,1969,28.54,1,52,B2B
0_2156,2021-05-18 09:51:25.220618,s_36123,c_3454,m,1969,4.63,0,52,B2B
0_1572,2021-05-18 12:47:13.105964,s_36178,c_1609,m,1980,8.61,0,41,B2B
0_1711,2021-05-18 13:05:49.294067,s_36178,c_1609,m,1980,2.99,0,41,B2B
0_488,2021-05-18 13:42:38.806909,s_36194,c_1609,m,1980,4.39,0,41,B2B
0_1100,2021-05-18 15:30:30.144183,s_36226,c_1609,m,1980,3.03,0,41,B2B
0_1546,2021-05-18 15:33:54.062070,s_36226,c_1609,m,1980,12.86,0,41,B2B
0_1254,2021-05-18 16:00:23.930308,s_36235,c_1609,m,1980,5.22,0,41,B2B
0_1328,2021-05-18 17:02:24.107753,s_36235,c_1609,m,1980,8.52,0,41,B2B
2_102,2021-05-18 17:53:28.090717,s_36271,c_4958,m,1999,59.14,2,22,B2B
1_241,2021-05-18 17:53:39.773751,s_36272,c_3454,m,1969,21.99,1,52,B2B
0_1573,2021-05-18 18:33:38.250336,s_36286,c_3454,m,1969,6.99,0,52,B2B
0_1516,2021-05-18 20:16:23.830398,s_36316,c_3454,m,1969,11.43,0,52,B2B
1_493,2021-05-18 20:40:27.989871,s_36325,c_1609,m,1980,10.99,1,41,B2B
1_313,2021-05-18 20:47:49.508687,s_36328,c_1609,m,1980,27.99,1,41,B2B
0_1411,2021-05-18 21:01:23.878528,s_36325,c_1609,m,1980,8.99,0,41,B2B
1_462,2021-05-18 21:08:52.431189,s_36334,c_1609,m,1980,16.66,1,41,B2B
0_1586,2021-05-18 21:23:58.665863,s_36328,c_1609,m,1980,12.71,0,41,B2B
0_989,2021-05-18 21:29:25.977301,s_36334,c_1609,m,1980,18.99,0,41,B2B
0_497,2021-05-18 21:31:08.122583,s_36334,c_1609,m,1980,3.99,0,41,B2B
0_1448,2021-05-18 21:55:51.638639,s_36350,c_3454,m,1969,18.94,0,52,B2B
2_192,2021-05-18 21:58:19.739745,s_36351,c_4958,m,1999,127.39,2,22,B2B
0_2211,2021-05-18 22:00:17.146094,s_36352,c_1609,m,1980,9.99,0,41,B2B
1_108,2021-05-18 22:01:16.031508,s_36350,c_3454,m,1969,45.03,1,52,B2B
2_151,2021-05-18 22:21:58.020270,s_36357,c_4958,m,1999,156.99,2,22,B2B
0_177,2021-05-18 22:27:26.430673,s_36352,c_1609,m,1980,19.99,0,41,B2B
1_720,2021-05-18 23:47:04.223834,s_36382,c_3454,m,1969,10.86,1,52,B2B
1_434,2021-05-18 23:56:59.832644,s_36386,c_1609,m,1980,15.87,1,41,B2B
0_1437,2021-05-19 00:19:00.852920,s_36393,c_1609,m,1980,3.99,0,41,B2B
1_400,2021-05-19 00:21:37.647771,s_36393,c_1609,m,1980,16.6,1,41,B2B
0_1355,2021-05-19 00:25:51.467114,s_36393,c_1609,m,1980,18.99,0,41,B2B
0_1471,2021-05-19 00:46:56.722734,s_36399,c_1609,m,1980,12.99,0,41,B2B
1_721,2021-05-19 01:15:43.733931,s_36399,c_1609,m,1980,21.99,1,41,B2B
0_1370,2021-05-19 01:35:17.061681,s_36399,c_1609,m,1980,11.3,0,41,B2B
0_1352,2021-05-19 02:14:45.193998,s_36422,c_1609,m,1980,4.5,0,41,B2B
0_1281,2021-05-19 02:23:27.353946,s_36422,c_1609,m,1980,12.99,0,41,B2B
0_1559,2021-05-19 02:29:35.235510,s_36432,c_3454,m,1969,9.99,0,52,B2B
1_653,2021-05-19 02:56:32.941870,s_36441,c_3454,m,1969,25.99,1,52,B2B
0_1669,2021-05-19 02:58:07.045364,s_36422,c_1609,m,1980,6.99,0,41,B2B
0_2090,2021-05-19 03:48:54.023985,s_36459,c_1609,m,1980,11.46,0,41,B2B
0_991,2021-05-19 03:51:05.613878,s_36459,c_1609,m,1980,19.99,0,41,B2B
0_1175,2021-05-19 03:58:11.940960,s_36461,c_1609,m,1980,8.99,0,41,B2B
0_1437,2021-05-19 04:07:47.093481,s_36459,c_1609,m,1980,3.99,0,41,B2B
0_926,2021-05-19 04:14:45.946704,s_36461,c_1609,m,1980,8.1,0,41,B2B
0_1398,2021-05-19 04:29:31.936234,s_36461,c_1609,m,1980,4.52,0,41,B2B
0_956,2021-05-19 06:59:51.316454,s_36516,c_1609,m,1980,10.34,0,41,B2B
2_112,2021-05-19 07:05:57.967453,s_36521,c_4958,m,1999,67.57,2,22,B2B
0_1113,2021-05-19 07:07:55.663267,s_36516,c_1609,m,1980,16.99,0,41,B2B
0_1590,2021-05-19 07:11:22.658568,s_36516,c_1609,m,1980,18.93,0,41,B2B
1_631,2021-05-19 07:29:06.850909,s_36528,c_6714,f,1968,14.99,1,53,B2B
0_1911,2021-05-19 07:35:27.651919,s_36528,c_6714,f,1968,12.99,0,53,B2B
0_1627,2021-05-19 08:53:13.026196,s_36560,c_1609,m,1980,3.99,0,41,B2B
1_614,2021-05-19 08:58:00.244150,s_36563,c_6714,f,1968,10.73,1,53,B2B
1_374,2021-05-19 08:58:05.487703,s_36563,c_6714,f,1968,10.71,1,53,B2B
0_1392,2021-05-19 09:01:33.190775,s_36563,c_6714,f,1968,6.3,0,53,B2B
0_2306,2021-05-19 09:08:31.996735,s_36528,c_6714,f,1968,23.32,0,53,B2B
1_646,2021-05-19 09:24:32.862458,s_36572,c_3454,m,1969,8.38,1,52,B2B
0_1339,2021-05-19 09:26:17.529362,s_36563,c_6714,f,1968,8.99,0,53,B2B
1_253,2021-05-19 09:32:08.420955,s_36572,c_3454,m,1969,14.99,1,52,B2B
1_376,2021-05-19 09:39:28.719793,s_36577,c_1609,m,1980,17.49,1,41,B2B
1_374,2021-05-19 10:17:25.414040,s_36577,c_1609,m,1980,10.71,1,41,B2B
2_208,2021-05-19 10:26:44.465668,s_36590,c_4958,m,1999,54.87,2,22,B2B
1_431,2021-05-19 10:55:38.433708,s_36600,c_1609,m,1980,27.99,1,41,B2B
0_1386,2021-05-19 11:11:43.488210,s_36603,c_1609,m,1980,13.16,0,41,B2B
0_2043,2021-05-19 11:12:01.963067,s_36604,c_1609,m,1980,13.99,0,41,B2B
0_1121,2021-05-19 11:19:28.385838,s_36603,c_1609,m,1980,19.99,0,41,B2B
0_2229,2021-05-19 11:21:54.754099,s_36600,c_1609,m,1980,4.99,0,41,B2B
2_169,2021-05-19 11:24:04.048796,s_36590,c_4958,m,1999,111.99,2,22,B2B
0_1509,2021-05-19 11:29:11.684366,s_36603,c_1609,m,1980,4.99,0,41,B2B
0_1612,2021-05-19 11:32:29.498901,s_36604,c_1609,m,1980,13.54,0,41,B2B
0_1015,2021-05-19 11:35:11.880646,s_36604,c_1609,m,1980,10.99,0,41,B2B
0_2221,2021-05-19 11:35:21.310373,s_36600,c_1609,m,1980,4.99,0,41,B2B
0_1556,2021-05-19 11:41:50.493999,s_36604,c_1609,m,1980,18.91,0,41,B2B
0_1034,2021-05-19 11:44:33.344800,s_36604,c_1609,m,1980,14.38,0,41,B2B
1_395,2021-05-19 11:49:25.337164,s_36613,c_4958,m,1999,28.99,1,22,B2B
0_1509,2021-05-19 11:53:58.178873,s_36603,c_1609,m,1980,4.99,0,41,B2B
0_1321,2021-05-19 13:10:15.980441,s_36642,c_3454,m,1969,15.99,0,52,B2B
2_156,2021-05-19 13:32:47.002476,s_36649,c_4958,m,1999,188.48,2,22,B2B
0_1599,2021-05-19 15:16:59.652102,s_36679,c_3454,m,1969,16.99,0,52,B2B
1_172,2021-05-19 15:39:05.957029,s_36686,c_4958,m,1999,26.77,1,22,B2B
1_287,2021-05-19 15:53:33.061614,s_36690,c_1609,m,1980,29.99,1,41,B2B
0_1426,2021-05-19 15:56:56.918140,s_36690,c_1609,m,1980,13.44,0,41,B2B
2_39,2021-05-19 15:57:49.861110,s_36694,c_4958,m,1999,57.99,2,22,B2B
1_376,2021-05-19 16:10:21.946981,s_36700,c_1609,m,1980,17.49,1,41,B2B
0_2206,2021-05-19 16:28:41.551709,s_36706,c_1609,m,1980,6.14,0,41,B2B
0_2018,2021-05-19 16:33:58.951337,s_36700,c_1609,m,1980,4.69,0,41,B2B
0_1347,2021-05-19 16:34:41.449986,s_36700,c_1609,m,1980,5.99,0,41,B2B
0_1292,2021-05-19 16:41:26.661835,s_36706,c_1609,m,1980,9.8,0,41,B2B
2_221,2021-05-19 17:35:55.377715,s_36723,c_4958,m,1999,90.99,2,22,B2B
1_12,2021-05-19 19:03:24.621305,s_36745,c_3454,m,1969,18.19,1,52,B2B
0_2077,2021-05-19 19:14:22.959709,s_36751,c_1609,m,1980,3.99,0,41,B2B
0_1396,2021-05-19 19:15:44.617542,s_36751,c_1609,m,1980,9.57,0,41,B2B
0_1706,2021-05-19 19:28:07.856086,s_36751,c_1609,m,1980,3.19,0,41,B2B
0_1174,2021-05-19 19:29:53.819105,s_36751,c_1609,m,1980,3.52,0,41,B2B
0_1354,2021-05-19 20:08:02.691235,s_36769,c_1609,m,1980,7.02,0,41,B2B
0_1508,2021-05-19 20:11:53.349515,s_36769,c_1609,m,1980,8.03,0,41,B2B
0_1360,2021-05-19 20:26:17.514190,s_36769,c_1609,m,1980,4.33,0,41,B2B
1_311,2021-05-19 20:44:06.696759,s_36769,c_1609,m,1980,16.99,1,41,B2B
0_1341,2021-05-19 20:45:08.170384,s_36769,c_1609,m,1980,9.99,0,41,B2B
1_264,2021-05-19 22:40:47.873832,s_36816,c_1609,m,1980,16.07,1,41,B2B
2_226,2021-05-19 22:48:03.386157,s_36817,c_4958,m,1999,65.75,2,22,B2B
