"bien_id","code_dep","code_commune","type_local","surface_carrez","surface_reelle","nombre_pieces"
9331,"54","451",Appartement,65.2,65,4
9332,"59","350",Appartement,39.86,39,2
9333,"59","360",Appartement,81.33,150,4
9334,"59","599",Appartement,93.95,92,4
9335,"60","088",Appartement,70.32,77,3
9336,"60","175",Appartement,38.79,39,2
9337,"60","635",Maison,97.83,95,4
9338,"62","765",Appartement,71.3,77,3
9339,"64","547",Appartement,63.77,64,3
9340,"69","027",Appartement,83.71,83,4
9341,"69","290",Appartement,67.3,67,3
9342,"69","382",Appartement,238.63,230,6
9343,"69","384",Appartement,62.49,65,3
9344,"69","385",Appartement,40.05,34,2
9345,"69","389",Appartement,22.57,26,2
9346,"70","311",Appartement,87.61,89,3
9347,"70","550",Appartement,34.06,35,1
9348,"74","056",Appartement,27.51,29,2
9349,"74","143",Appartement,93.02,92,3
9350,"74","190",Appartement,23.9,24,1
9351,"74","236",Appartement,16.32,15,1
9352,"74","256",Appartement,55.26,56,3
9353,"75","101",Appartement,55.03,51,2
9354,"75","102",Appartement,68.06,65,3
9355,"75","102",Appartement,17.74,17,1
9356,"75","102",Appartement,28.69,32,1
9357,"75","105",Appartement,29.01,29,2
9358,"75","105",Appartement,19.55,20,1
9359,"75","105",Appartement,31.67,30,1
9360,"75","105",Appartement,48.75,46,3
9361,"75","106",Appartement,37.71,37,2
9362,"75","106",Appartement,84.86,87,4
9363,"75","106",Appartement,12.9,15,1
9364,"75","107",Appartement,140.39,141,4
9365,"75","108",Appartement,42.97,42,2
9366,"75","109",Appartement,12.56,15,1
9367,"75","109",Appartement,56.5,56,2
9368,"75","109",Appartement,24.12,24,2
9369,"75","111",Appartement,40.42,42,2
9370,"75","111",Appartement,20.62,22,1
9371,"75","113",Appartement,45.32,50,3
9372,"75","115",Appartement,16.26,12,1
9373,"75","115",Appartement,13.51,19,1
9374,"75","115",Appartement,43.13,44,2
9375,"75","115",Appartement,18.34,19,1
9376,"75","115",Appartement,29.45,30,2
9377,"75","116",Appartement,94.98,100,4
9378,"75","116",Appartement,38.32,35,1
9379,"75","116",Appartement,181.35,175,6
9380,"75","117",Appartement,56.0,54,3
9381,"75","118",Appartement,13.38,15,1
9382,"75","119",Appartement,22.84,15,1
9383,"75","119",Appartement,66.9,65,2
9384,"75","119",Appartement,29.46,32,2
9385,"75","120",Appartement,25.5,27,1
9386,"76","451",Appartement,59.4,58,2
9387,"77","121",Appartement,65.29,65,3
9388,"77","186",Appartement,25.4,18,1
9389,"77","258",Appartement,62.54,62,3
9390,"77","284",Appartement,68.13,68,3
9391,"77","305",Appartement,50.73,34,1
9392,"77","305",Appartement,24.42,25,1
9393,"77","333",Appartement,30.66,33,2
9394,"77","373",Appartement,32.63,32,1
9395,"77","390",Maison,94.72,95,5
9396,"77","464",Appartement,41.59,41,2
9397,"77","468",Appartement,53.3,51,2
9398,"78","073",Appartement,46.61,46,2
9399,"78","089",Maison,73.81,50,3
9400,"78","172",Appartement,57.04,50,3
9401,"78","367",Appartement,25.46,24,1
9402,"78","586",Appartement,28.5,22,2
9403,"78","640",Appartement,58.78,58,2
9404,"80","021",Appartement,23.07,22,2
9405,"80","021",Appartement,13.2,13,1
9406,"80","021",Appartement,18.79,19,1
9407,"80","039",Appartement,11.82,12,1
9408,"80","333",Appartement,33.0,35,2
9409,"82","121",Appartement,84.97,86,5
9410,"83","009",Appartement,21.74,30,2
9411,"83","012",Appartement,69.86,60,2
9412,"83","019",Appartement,41.79,45,2
9413,"83","069",Appartement,29.0,35,2
9414,"83","098",Appartement,45.87,45,2
9415,"83","153",Appartement,23.26,24,1
9416,"84","019",Appartement,50.24,54,1
9417,"84","089",Appartement,61.0,59,3
9418,"87","085",Maison,71.28,69,3
9419,"91","114",Maison,116.19,116,6
9420,"91","122",Appartement,42.35,45,2
9421,"91","161",Appartement,82.46,82,4
9422,"91","174",Appartement,52.9,62,3
9423,"91","174",Appartement,37.3,42,2
9424,"91","191",Appartement,30.0,31,1
9425,"91","200",Maison,124.99,142,6
9426,"91","339",Appartement,38.07,40,2
9427,"91","494",Maison,125.0,124,7
9428,"91","552",Appartement,58.98,60,4
9429,"91","589",Appartement,67.13,66,4
9430,"91","657",Maison,83.6,80,4
9431,"92","024",Appartement,27.5,26,1
9432,"92","046",Appartement,44.89,42,3
9433,"92","049",Appartement,58.02,54,3
9434,"92","049",Appartement,70.02,70,4
9435,"92","062",Appartement,51.4,45,3
9436,"92","071",Appartement,79.8,80,5
9437,"92","073",Maison,81.74,88,4
9438,"92","073",Appartement,30.65,11,1
9439,"93","006",Appartement,35.44,38,2
9440,"93","010",Appartement,37.68,37,2
9441,"93","047",Appartement,36.9,40,3
9442,"93","048",Appartement,26.42,30,2
9443,"93","048",Appartement,59.7,60,3
9444,"93","053",Appartement,44.21,44,2
9445,"93","055",Appartement,59.33,59,3
9446,"93","055",Appartement,16.32,16,1
9447,"93","063",Appartement,24.35,24,2
9448,"93","071",Appartement,23.26,31,1
9449,"93","078",Maison,100.84,101,5
9450,"94","001",Appartement,31.11,32,1
9451,"94","002",Maison,90.67,92,5
9452,"94","016",Appartement,53.8,55,3
9453,"94","016",Appartement,52.0,50,2
9454,"94","016",Appartement,67.11,67,3
9455,"94","018",Appartement,68.79,68,3
9456,"94","018",Appartement,17.81,20,1
9457,"94","044",Appartement,67.57,67,3
9458,"94","052",Appartement,45.86,48,3
9459,"94","054",Appartement,46.58,53,3
9460,"94","080",Appartement,52.71,51,2
9461,"94","081",Appartement,68.26,70,3
9462,"95","018",Appartement,68.34,68,3
9463,"95","176",Appartement,45.7,44,1
9464,"95","203",Appartement,65.71,63,4
9465,"95","219",Appartement,50.25,50,2
9466,"95","280",Maison,76.0,58,3
9467,"95","392",Appartement,24.5,25,1
9468,"95","500",Appartement,84.8,75,3
9469,"95","500",Appartement,62.83,63,3
9470,"95","572",Maison,99.88,103,4
9471,"974","416",Appartement,18.02,19,1
9472,"01","033",Appartement,47.65,62,3
9473,"02","722",Appartement,47.02,36,3
9474,"04","094",Appartement,27.36,27,1
9475,"04","139",Appartement,40.4,38,1
9476,"06","004",Appartement,55.43,60,3
9477,"06","004",Appartement,77.09,76,3
9478,"06","012",Appartement,69.82,67,3
9479,"06","018",Appartement,26.67,27,1
9480,"06","018",Maison,201.3,227,6
9481,"06","088",Appartement,22.08,21,1
9482,"06","155",Appartement,55.91,63,2
9483,"06","159",Appartement,59.85,95,3
9484,"06","159",Appartement,57.72,72,2
9485,"07","010",Appartement,75.33,73,3
9486,"07","010",Appartement,58.13,58,3
9487,"07","010",Appartement,82.44,86,3
9488,"07","010",Appartement,79.1,70,3
9489,"07","102",Maison,96.75,96,5
9490,"07","201",Appartement,90.9,90,3
9491,"10","333",Appartement,73.98,71,4
9492,"13","002",Appartement,59.65,60,3
9493,"13","007",Appartement,85.15,110,3
9494,"13","028",Appartement,60.9,59,3
9495,"13","028",Appartement,66.1,67,3
9496,"13","213",Maison,77.3,68,4
9497,"13","213",Appartement,52.76,50,2
9498,"13","215",Appartement,38.86,33,2
9499,"16","028",Appartement,99.85,104,4
9500,"18","033",Appartement,14.38,19,1
9501,"18","197",Appartement,55.17,54,2
9502,"22","186",Appartement,28.79,33,2
9503,"25","578",Appartement,75.9,72,3
9504,"26","058",Appartement,102.62,102,5
9505,"26","281",Appartement,60.66,57,3
9506,"26","281",Appartement,48.15,48,2
9507,"27","119",Maison,134.13,100,4
9508,"29","019",Appartement,42.39,42,2
9509,"29","019",Appartement,66.35,64,4
9510,"2A","004",Appartement,59.0,62,2
9511,"2A","035",Appartement,44.02,45,2
9512,"2A","228",Maison,91.51,96,4
9513,"2A","272",Appartement,57.61,55,3
9514,"30","133",Appartement,18.76,19,1
9515,"30","189",Appartement,78.76,79,5
9516,"31","555",Appartement,20.99,21,1
9517,"33","063",Appartement,68.76,70,3
9518,"33","063",Appartement,56.52,56,4
9519,"33","063",Appartement,87.51,86,3
9520,"33","063",Appartement,44.96,44,1
9521,"33","063",Appartement,134.59,131,4
9522,"33","080",Appartement,55.0,64,3
9523,"33","108",Appartement,43.5,44,2
9524,"33","119",Appartement,92.6,90,5
9525,"33","199",Appartement,50.61,50,2
9526,"33","199",Maison,57.0,57,4
9527,"33","281",Maison,97.07,94,5
9528,"33","318",Appartement,77.67,75,4
9529,"33","522",Appartement,20.03,21,1
9530,"34","079",Appartement,66.03,65,3
9531,"34","154",Appartement,22.4,24,1
9532,"34","172",Appartement,67.48,67,3
9533,"34","172",Appartement,60.98,60,3
9534,"34","301",Appartement,47.25,55,3
9535,"34","344",Appartement,20.8,21,1
9536,"35","287",Appartement,35.37,66,2
9537,"40","279",Appartement,72.78,73,3
9538,"40","287",Appartement,50.0,40,3
9539,"40","310",Appartement,60.38,60,3
9540,"40","317",Appartement,67.95,68,3
9541,"42","095",Appartement,68.02,60,3
9542,"42","279",Appartement,95.0,45,2
9543,"44","109",Appartement,17.66,19,1
9544,"45","147",Appartement,73.89,76,4
9545,"45","315",Appartement,44.26,50,2
9546,"49","007",Appartement,55.4,57,3
9547,"49","090",Appartement,75.79,78,4
9548,"50","147",Appartement,92.5,97,4
9549,"50","502",Appartement,62.51,62,3
9550,"54","395",Appartement,72.3,70,3
9551,"54","395",Appartement,98.21,101,3
9552,"54","578",Appartement,113.35,110,4
9553,"56","121",Appartement,20.0,20,1
9554,"59","350",Appartement,67.2,67,4
9555,"59","350",Appartement,25.88,26,1
9556,"59","350",Appartement,70.2,75,3
9557,"59","350",Appartement,23.63,25,2
9558,"59","512",Appartement,63.17,63,3
9559,"59","527",Appartement,42.3,38,2
9560,"59","527",Appartement,72.65,71,3
9561,"59","599",Appartement,57.72,53,2
9562,"59","606",Appartement,24.2,23,1
9563,"60","509",Appartement,79.87,91,3
9564,"63","300",Appartement,116.47,113,4
9565,"63","430",Appartement,53.94,54,3
9566,"69","029",Appartement,37.12,41,1
9567,"69","142",Appartement,33.02,35,2
9568,"69","143",Appartement,45.79,44,2
9569,"69","143",Appartement,21.77,24,1
9570,"69","168",Appartement,88.31,100,4
9571,"69","233",Maison,83.83,83,4
9572,"69","264",Appartement,36.37,42,2
9573,"72","181",Appartement,16.23,16,1
9574,"72","181",Appartement,94.18,94,4
9575,"74","056",Appartement,20.39,21,1
9576,"75","106",Appartement,253.3,200,5
9577,"75","108",Appartement,37.9,37,2
9578,"75","110",Appartement,37.11,38,2
9579,"75","110",Appartement,21.15,22,2
9580,"75","110",Appartement,28.52,28,1
9581,"75","111",Appartement,33.09,14,1
9582,"75","111",Appartement,35.4,35,2
9583,"75","112",Appartement,93.11,92,4
9584,"75","112",Appartement,53.48,48,3
9585,"75","114",Appartement,22.71,25,1
9586,"75","114",Appartement,45.12,44,1
9587,"75","115",Appartement,57.2,57,3
9588,"75","115",Appartement,30.53,30,2
9589,"75","115",Appartement,31.47,31,2
9590,"75","115",Appartement,42.54,42,1
9591,"75","116",Appartement,33.0,32,1
9592,"75","116",Appartement,60.24,58,3
9593,"75","117",Appartement,42.5,43,1
9594,"75","117",Appartement,70.17,61,1
9595,"75","117",Appartement,36.42,33,2
9596,"75","118",Appartement,57.45,58,3
9597,"75","119",Appartement,30.32,27,1
9598,"75","119",Appartement,86.32,86,3
9599,"75","120",Appartement,21.52,21,1
9600,"75","120",Appartement,22.7,23,2
9601,"76","351",Appartement,67.73,67,2
9602,"76","351",Appartement,53.21,56,3
9603,"76","599",Appartement,43.55,42,2
9604,"77","153",Appartement,40.8,40,2
9605,"77","249",Maison,97.29,82,4
9606,"77","305",Appartement,77.88,78,4
9607,"77","337",Appartement,58.4,60,3
9608,"77","390",Appartement,32.32,36,2
9609,"77","390",Appartement,40.75,35,1
9610,"78","190",Appartement,22.95,22,2
9611,"78","224",Maison,65.51,65,4
9612,"78","322",Appartement,62.61,60,3
9613,"78","358",Appartement,67.35,67,2
9614,"78","383",Appartement,49.08,48,2
9615,"78","401",Appartement,10.78,27,3
9616,"78","517",Appartement,70.94,73,3
9617,"78","551",Appartement,27.98,27,2
9618,"78","586",Appartement,109.68,100,5
9619,"78","646",Appartement,45.93,63,3
9620,"80","524",Maison,121.2,102,5
9621,"83","019",Appartement,33.98,34,2
9622,"83","118",Appartement,24.0,22,1
9623,"83","126",Appartement,61.0,62,4
9624,"84","106",Appartement,36.4,37,2
9625,"87","085",Appartement,60.01,60,3
9626,"87","085",Appartement,66.55,67,2
9627,"91","215",Appartement,98.47,98,5
9628,"91","223",Appartement,37.0,37,2
9629,"91","272",Appartement,62.5,52,2
9630,"91","377",Appartement,71.31,72,3
9631,"91","386",Appartement,75.64,75,4
9632,"91","405",Maison,93.59,93,4
9633,"91","477",Appartement,91.34,91,5
9634,"91","521",Appartement,54.0,52,2
9635,"91","521",Appartement,61.47,58,3
9636,"91","552",Appartement,71.88,72,4
9637,"91","570",Appartement,106.11,106,5
9638,"91","589",Appartement,48.29,47,1
9639,"91","661",Appartement,62.55,63,3
9640,"92","002",Appartement,36.98,41,2
9641,"92","004",Appartement,80.0,80,4
9642,"92","007",Appartement,48.31,48,2
9643,"92","020",Appartement,66.23,80,3
9644,"92","026",Appartement,66.28,68,3
9645,"92","026",Appartement,78.07,77,4
9646,"92","033",Appartement,71.86,75,3
9647,"92","033",Appartement,28.77,26,1
9648,"92","040",Appartement,45.0,45,2
9649,"92","049",Appartement,69.78,68,4
9650,"92","050",Appartement,43.19,30,2
9651,"92","073",Appartement,13.0,12,1
9652,"92","075",Appartement,69.1,73,3
9653,"93","001",Appartement,59.49,59,3
9654,"93","006",Appartement,43.9,46,2
9655,"93","033",Appartement,48.89,50,3
9656,"93","048",Appartement,19.82,20,1
9657,"93","049",Appartement,102.37,103,5
9658,"93","051",Appartement,79.28,80,4
9659,"93","059",Appartement,26.3,26,1
9660,"93","061",Appartement,26.02,25,2
9661,"93","062",Appartement,49.85,49,2
9662,"93","071",Appartement,67.58,65,3
9663,"93","074",Appartement,71.37,71,3
9664,"93","077",Appartement,34.9,35,2
9665,"94","002",Appartement,34.21,25,1
9666,"94","002",Appartement,23.57,24,1
9667,"94","018",Appartement,66.75,67,3
9668,"94","028",Appartement,57.21,56,3
9669,"94","033",Appartement,66.02,66,4
9670,"94","038",Appartement,86.87,86,4
9671,"94","038",Appartement,51.49,50,3
9672,"94","044",Appartement,57.2,57,3
9673,"94","058",Appartement,22.44,24,2
9674,"94","065",Appartement,66.51,70,4
9675,"94","065",Appartement,39.48,38,2
9676,"94","067",Appartement,30.27,29,1
9677,"94","068",Appartement,49.26,48,2
9678,"94","080",Appartement,53.04,47,3
9679,"94","080",Appartement,16.38,15,1
9680,"95","052",Appartement,30.28,29,2
9681,"95","203",Maison,75.0,70,4
9682,"95","268",Appartement,73.47,70,3
9683,"95","306",Appartement,38.83,38,2
9684,"95","313",Appartement,39.15,39,2
9685,"95","424",Appartement,58.51,58,3
9686,"95","424",Appartement,67.56,67,3
9687,"95","539",Appartement,77.99,75,3
9688,"95","539",Maison,67.22,64,4
9689,"95","572",Appartement,25.25,29,1
9690,"95","641",Appartement,23.05,23,1
9691,"974","415",Appartement,49.58,50,2
9692,"01","153",Maison,99.39,86,4
9693,"01","210",Appartement,51.99,56,2
9694,"04","094",Appartement,27.22,27,1
9695,"05","023",Appartement,78.84,78,4
9696,"06","004",Appartement,68.61,68,3
9697,"06","030",Appartement,65.75,66,3
9698,"06","085",Appartement,50.03,50,2
9699,"06","088",Appartement,42.14,46,2
9700,"06","150",Maison,96.58,91,4
9701,"06","155",Maison,115.11,100,4
9702,"07","010",Appartement,83.6,82,4
9703,"10","387",Appartement,21.08,20,1
9704,"10","387",Maison,45.88,35,2
9705,"11","262",Appartement,25.65,21,1
9706,"11","262",Appartement,21.02,26,2
9707,"11","262",Maison,74.36,74,2
9708,"13","005",Appartement,88.47,92,5
9709,"13","005",Appartement,95.78,96,4
9710,"13","028",Appartement,75.72,75,4
9711,"13","201",Appartement,71.65,71,3
9712,"13","201",Appartement,27.12,28,1
9713,"13","201",Appartement,23.73,34,2
9714,"13","202",Appartement,64.16,59,2
9715,"13","202",Appartement,96.2,105,4
9716,"13","202",Appartement,38.43,14,1
9717,"13","204",Appartement,27.72,30,2
9718,"13","205",Appartement,41.04,44,2
9719,"13","208",Appartement,121.66,113,5
9720,"13","208",Appartement,28.86,29,1
9721,"13","211",Appartement,68.4,67,3
9722,"13","211",Appartement,79.74,81,4
9723,"14","715",Appartement,40.87,40,2
9724,"14","715",Appartement,41.76,42,2
9725,"17","299",Appartement,43.16,43,2
9726,"18","015",Appartement,30.05,30,1
9727,"22","106",Appartement,44.28,43,2
9728,"22","278",Appartement,89.93,90,4
9729,"26","058",Maison,131.02,113,5
9730,"26","058",Appartement,46.78,47,2
9731,"26","058",Maison,92.45,90,5
9732,"26","116",Appartement,275.0,61,3
9733,"26","362",Appartement,26.42,29,1
9734,"26","362",Appartement,57.8,60,3
9735,"27","229",Appartement,48.76,52,3
9736,"28","134",Appartement,24.2,25,1
9737,"28","140",Appartement,78.47,79,3
9738,"29","019",Appartement,59.58,67,2
9739,"2A","004",Appartement,53.75,56,2
9740,"30","011",Appartement,53.55,56,3
9741,"30","062",Appartement,31.0,68,3
9742,"30","133",Appartement,25.97,26,1
9743,"30","166",Appartement,38.79,42,2
9744,"31","555",Appartement,24.63,25,1
9745,"31","555",Appartement,74.88,74,4
9746,"31","555",Appartement,51.75,52,3
9747,"33","009",Appartement,34.04,34,2
9748,"33","011",Maison,40.63,40,2
9749,"33","039",Appartement,56.46,50,2
9750,"33","063",Appartement,68.75,69,3
9751,"33","063",Appartement,52.41,59,2
9752,"33","069",Appartement,57.99,58,3
9753,"33","167",Appartement,41.95,42,2
9754,"33","192",Appartement,22.21,32,2
9755,"33","199",Appartement,38.18,38,2
9756,"33","236",Appartement,29.91,26,1
9757,"33","273",Appartement,35.22,34,2
9758,"33","281",Appartement,63.08,62,3
9759,"33","281",Appartement,68.08,68,3
9760,"33","422",Appartement,55.01,55,3
9761,"33","506",Appartement,54.17,55,3
9762,"33","514",Appartement,21.96,24,1
9763,"33","527",Appartement,25.0,26,2
9764,"33","550",Maison,77.94,100,4
9765,"34","172",Appartement,22.88,22,1
9766,"34","172",Appartement,78.26,83,3
9767,"34","288",Appartement,48.55,52,2
9768,"34","301",Appartement,22.32,32,2
9769,"34","301",Appartement,31.31,30,2
9770,"34","301",Maison,105.13,82,5
9771,"35","066",Appartement,62.06,62,3
9772,"35","152",Appartement,44.66,45,2
9773,"35","204",Appartement,45.25,45,2
9774,"35","206",Appartement,43.58,44,2
9775,"35","238",Appartement,10.41,15,1
9776,"35","256",Appartement,32.3,30,1
9777,"35","288",Appartement,18.94,19,1
9778,"37","195",Appartement,52.52,52,3
9779,"37","261",Appartement,54.66,65,2
9780,"37","261",Appartement,36.06,37,1
9781,"38","185",Appartement,63.24,60,3
9782,"38","185",Appartement,63.48,63,3
9783,"39","478",Appartement,118.03,82,3
9784,"40","088",Appartement,25.05,27,1
9785,"40","088",Appartement,20.27,21,1
9786,"40","187",Appartement,22.15,23,2
9787,"40","273",Appartement,46.86,47,2
9788,"40","296",Appartement,29.93,30,2
9789,"40","317",Maison,97.01,96,4
9790,"42","011",Appartement,29.61,30,1
9791,"42","071",Appartement,64.61,63,3
9792,"42","207",Appartement,63.75,65,2
9793,"44","020",Appartement,85.9,85,5
9794,"44","055",Appartement,37.31,37,2
9795,"44","109",Appartement,34.43,35,2
9796,"44","109",Appartement,59.3,59,2
9797,"44","125",Maison,48.26,56,3
9798,"44","132",Appartement,21.79,13,1
9799,"45","234",Appartement,49.58,31,3
9800,"45","285",Appartement,64.86,64,4
9801,"47","324",Maison,80.83,82,3
9802,"49","007",Appartement,61.17,75,3
9803,"50","218",Appartement,28.0,28,1
9804,"51","152",Appartement,103.57,127,4
9805,"51","454",Appartement,48.21,48,2
9806,"53","130",Appartement,62.25,56,2
9807,"54","395",Appartement,51.86,51,3
9808,"54","431",Appartement,134.3,134,5
9809,"56","007",Appartement,42.0,41,2
9810,"56","055",Appartement,45.34,44,2
9811,"56","098",Appartement,87.3,71,5
9812,"56","186",Appartement,33.0,39,2
9813,"56","262",Appartement,73.56,75,3
9814,"59","350",Appartement,90.34,89,4
9815,"59","350",Appartement,23.71,23,1
9816,"59","512",Appartement,235.39,229,4
9817,"59","527",Appartement,38.64,35,2
9818,"69","089",Appartement,63.17,62,3
9819,"69","091",Appartement,69.7,67,3
9820,"69","100",Appartement,128.76,134,5
9821,"69","152",Appartement,65.96,65,3
9822,"69","381",Appartement,44.96,35,1
9823,"69","382",Appartement,35.51,33,1
9824,"69","382",Appartement,18.62,18,1
9825,"69","385",Appartement,68.18,68,3
9826,"72","181",Appartement,45.44,44,2
9827,"75","101",Appartement,17.59,19,1
9828,"75","101",Appartement,53.35,67,3
9829,"75","101",Appartement,15.21,19,1
9830,"75","102",Appartement,37.9,36,1
9831,"75","107",Appartement,60.3,58,3
9832,"75","107",Appartement,92.71,95,5
9833,"75","109",Appartement,46.4,146,6
9834,"75","110",Appartement,19.14,24,1
9835,"75","110",Appartement,10.52,20,1
9836,"75","112",Appartement,25.58,23,2
9837,"75","112",Appartement,41.58,45,3
9838,"75","113",Appartement,69.18,70,2
9839,"75","114",Appartement,15.81,18,1
9840,"75","114",Appartement,31.72,18,1
9841,"75","115",Appartement,36.41,24,2
9842,"75","115",Appartement,67.41,67,4
9843,"75","115",Appartement,52.11,55,3
9844,"75","116",Appartement,95.94,94,4
9845,"75","117",Appartement,40.23,40,2
9846,"75","118",Appartement,11.27,11,1
9847,"75","118",Appartement,44.6,44,2
9848,"75","118",Appartement,79.56,79,3
9849,"75","119",Appartement,24.4,24,2
9850,"75","120",Appartement,22.68,22,1
9851,"75","120",Appartement,14.45,15,1
9852,"75","120",Appartement,51.35,56,3
9853,"76","255",Appartement,84.2,84,3
9854,"76","351",Appartement,147.9,18,1
9855,"76","351",Appartement,37.66,73,3
9856,"76","447",Appartement,47.7,42,3
9857,"77","014",Appartement,52.45,51,3
9858,"77","284",Appartement,54.59,53,2
9859,"77","305",Appartement,22.9,20,1
9860,"77","312",Appartement,63.11,65,3
9861,"77","407",Appartement,38.0,37,2
9862,"77","441",Maison,64.92,65,3
9863,"77","468",Maison,94.05,82,4
9864,"77","514",Appartement,63.7,64,3
9865,"78","092",Appartement,72.86,73,4
9866,"78","466",Maison,88.68,89,4
9867,"78","498",Appartement,43.43,44,2
9868,"78","498",Appartement,58.07,57,3
9869,"78","545",Appartement,67.79,67,3
9870,"78","545",Appartement,66.51,67,4
9871,"78","640",Appartement,73.4,72,3
9872,"78","640",Appartement,41.26,40,1
9873,"78","642",Maison,131.65,127,5
9874,"78","650",Appartement,67.0,65,4
9875,"79","191",Appartement,92.38,83,3
9876,"80","021",Appartement,68.09,69,2
9877,"80","021",Appartement,48.16,49,2
9878,"80","164",Maison,94.68,87,4
9879,"83","009",Appartement,18.0,18,1
9880,"83","009",Maison,42.78,49,2
9881,"83","090",Appartement,55.47,55,3
9882,"83","112",Appartement,38.71,39,2
9883,"83","123",Maison,107.0,103,4
9884,"83","123",Appartement,67.57,78,3
9885,"83","126",Appartement,46.68,46,2
9886,"83","126",Appartement,59.09,61,4
9887,"83","129",Appartement,25.21,25,1
9888,"83","137",Appartement,85.6,86,4
9889,"84","007",Appartement,35.94,35,2
9890,"85","011",Appartement,37.2,45,2
9891,"87","085",Appartement,91.18,60,1
9892,"88","413",Appartement,121.33,117,5
9893,"89","387",Appartement,51.7,48,2
9894,"91","021",Appartement,47.0,50,2
9895,"91","161",Appartement,31.67,32,1
9896,"91","228",Appartement,57.98,57,3
9897,"91","272",Appartement,61.09,61,3
9898,"91","312",Appartement,77.7,77,3
9899,"91","345",Appartement,17.83,23,1
9900,"91","457",Maison,120.93,98,4
9901,"91","479",Appartement,28.26,29,1
9902,"91","549",Appartement,50.0,58,3
9903,"91","589",Appartement,66.21,67,4
9904,"92","014",Appartement,22.69,20,1
9905,"92","026",Appartement,64.34,64,3
9906,"92","040",Appartement,61.79,61,3
9907,"92","040",Appartement,54.2,64,3
9908,"92","046",Appartement,83.35,83,4
9909,"92","062",Appartement,42.09,42,2
9910,"92","062",Appartement,27.42,30,2
9911,"92","062",Appartement,63.23,62,3
9912,"92","073",Appartement,47.68,47,2
9913,"92","073",Appartement,65.75,65,3
9914,"92","073",Appartement,92.84,85,4
9915,"93","001",Appartement,33.41,32,2
9916,"93","027",Appartement,52.28,52,3
9917,"93","027",Appartement,52.62,52,3
9918,"93","045",Appartement,88.12,84,4
9919,"93","049",Appartement,22.9,45,3
9920,"93","061",Appartement,23.22,23,1
9921,"93","066",Appartement,39.06,36,2
9922,"93","074",Appartement,85.23,85,4
9923,"94","003",Appartement,39.24,35,2
9924,"94","022",Maison,73.45,52,3
9925,"94","028",Appartement,21.02,20,1
9926,"94","033",Appartement,43.72,40,2
9927,"94","034",Appartement,78.51,79,5
9928,"94","041",Appartement,69.83,67,4
9929,"94","046",Appartement,63.02,63,4
9930,"94","052",Appartement,14.54,15,1
9931,"94","058",Maison,76.64,85,3
9932,"94","059",Appartement,39.9,40,2
9933,"94","068",Appartement,45.25,45,2
9934,"94","068",Appartement,69.05,71,3
9935,"94","068",Appartement,79.36,81,5
9936,"94","071",Appartement,80.38,80,4
9937,"94","073",Appartement,67.33,68,3
9938,"94","078",Appartement,52.37,52,3
9939,"94","078",Appartement,54.04,53,3
9940,"94","081",Appartement,23.57,23,1
9941,"95","018",Appartement,78.17,77,4
9942,"95","039",Appartement,61.5,45,3
9943,"95","091",Maison,100.09,90,5
9944,"95","313",Appartement,26.04,26,1
9945,"95","585",Appartement,90.11,90,4
9946,"95","607",Appartement,30.77,30,1
9947,"95","637",Appartement,59.23,59,3
9948,"01","160",Appartement,74.85,75,3
9949,"02","408",Appartement,73.5,65,3
9950,"02","408",Appartement,23.82,30,1
9951,"04","006",Appartement,108.85,81,2
9952,"04","079",Appartement,61.53,61,2
9953,"04","112",Appartement,15.0,98,4
9954,"04","151",Maison,59.36,66,2
9955,"04","226",Appartement,73.99,59,3
9956,"05","001",Appartement,37.09,40,2
9957,"05","096",Appartement,49.61,52,3
9958,"06","029",Appartement,17.41,20,1
9959,"06","030",Appartement,103.6,112,4
9960,"06","030",Appartement,93.24,92,3
9961,"06","057",Appartement,57.37,56,3
9962,"06","079",Appartement,65.43,86,3
9963,"06","083",Appartement,59.21,59,2
9964,"06","083",Appartement,35.02,30,2
9965,"06","084",Maison,107.33,110,5
9966,"06","088",Appartement,157.49,154,5
9967,"06","088",Appartement,265.26,253,5
9968,"06","088",Appartement,88.1,86,3
9969,"06","088",Appartement,66.48,67,3
9970,"06","114",Appartement,55.11,55,3
9971,"06","155",Appartement,23.1,20,1
9972,"07","019",Appartement,43.9,43,3
9973,"07","186",Appartement,78.16,77,4
9974,"07","324",Appartement,77.44,78,4
9975,"08","105",Appartement,38.01,53,2
9976,"10","387",Appartement,102.65,88,3
9977,"11","170",Maison,29.43,25,2
9978,"11","266",Maison,50.29,51,3
9979,"13","005",Appartement,30.47,31,1
9980,"13","005",Appartement,55.36,52,3
9981,"13","028",Appartement,27.3,30,1
9982,"13","201",Appartement,19.51,19,1
9983,"13","202",Appartement,87.84,88,4
9984,"13","203",Appartement,36.47,39,1
9985,"13","203",Maison,63.19,70,3
9986,"13","204",Appartement,37.0,30,2
9987,"13","208",Appartement,105.11,100,6
9988,"13","208",Appartement,90.01,60,2
9989,"13","208",Appartement,45.2,35,1
9990,"13","210",Appartement,38.31,38,2
9991,"13","210",Appartement,74.32,75,4
9992,"13","212",Appartement,27.05,22,1
9993,"13","213",Appartement,53.01,53,3
9994,"13","214",Appartement,61.15,65,3
9995,"13","215",Appartement,85.02,84,4
9996,"13","216",Appartement,82.76,82,4
9997,"14","229",Maison,68.34,68,3
