"code_dep","code_commune","nom_commune","population_municipale","population_comptee_a_part"
"28","414",Villebon,65,5
"28","415",Villemeux-sur-Eure,1688,31
"28","416",Villeneuve-Saint-Nicolas,"",""
"28","417",Villiers-le-Morhier,1335,28
"28","418",Villiers-Saint-Orien,163,5
"28","419",Vitray-en-Beauce,344,8
"28","420",Vitray-sous-Brézolles,"",""
"28","421",Voise,275,5
"28","422",Les Villages Vovéens,3914,61
"28","423",Yermenonville,598,14
"28","424",Yèvres,1616,39
"28","425",Ymeray,575,11
"28","426",Ymonville,498,9
"29","001",Argol,998,19
"29","002",Arzano,1376,33
"29","003",Audierne,3692,66
"29","004",Bannalec,5668,157
"29","005",Baye,1239,31
"29","006",Bénodet,3616,63
"29","007",Berrien,892,31
"29","008",Beuzec-Cap-Sizun,1000,21
"29","009",Beuzec-Conq,"",""
"29","010",Bodilis,1645,34
"29","011",Bohars,3530,86
"29","012",Bolazec,188,2
"29","013",Botmeur,218,6
"29","014",Botsorhel,430,9
"29","015",Bourg-Blanc,3553,63
"29","016",Brasparts,1028,11
"29","017",Brélès,861,27
"29","018",Brennilis,438,5
"29","019",Brest,139926,2629
"29","020",Briec,5675,114
"29","021",Plounéour-Brignogan-plages,1912,49
"29","022",Camaret-sur-Mer,2466,55
"29","023",Carantec,3189,103
"29","024",Carhaix-Plouguer,7155,613
"29","025",Cast,1538,45
"29","026",Châteaulin,5164,422
"29","027",Châteauneuf-du-Faou,3650,100
"29","028",Cléden-Cap-Sizun,921,20
"29","029",Cléden-Poher,1145,18
"29","030",Cléder,3683,115
"29","031",Clohars-CarnoÃ«t,4528,114
"29","032",Clohars-Fouesnant,2080,50
"29","033",Le Cloître-Pleyben,524,10
"29","034",Le Cloître-Saint-Thégonnec,658,6
"29","035",Coat-Méal,1114,19
"29","036",Collorec,608,7
"29","037",Combrit,4187,125
"29","038",Commana,998,26
"29","039",Concarneau,19816,856
"29","040",Le Conquet,2750,76
"29","041",Coray,1890,31
"29","042",Crozon,7386,219
"29","043",Daoulas,1817,46
"29","044",Dinéault,1967,39
"29","045",Dirinon,2215,66
"29","046",Douarnenez,14000,365
"29","047",Le Drennec,1877,35
"29","048",Edern,2251,43
"29","049",Elliant,3320,141
"29","050",Ergué-Armel,"",""
"29","051",Ergué-Gabéric,8434,203
"29","052",Esquibien,"",""
"29","053",Le Faou,1744,41
"29","054",La Feuillée,642,15
"29","055",Le FolgoÃ«t,3215,78
"29","056",La Forest-Landerneau,1947,31
"29","057",La Forêt-Fouesnant,3438,122
"29","058",Fouesnant,9864,484
"29","059",Garlan,1050,32
"29","060",Gouesnach,2786,79
"29","061",Gouesnou,6215,135
"29","062",Gouézec,1098,35
"29","063",Goulien,433,7
"29","064",Goulven,447,4
"29","065",Gourlizon,908,15
"29","066",Guengat,1828,30
"29","067",Guerlesquin,1298,41
"29","068",Guiclan,2502,52
"29","069",Guilers,8061,160
"29","070",Guiler-sur-Goyen,526,10
"29","071",Guilligomarc'h,783,3
"29","072",Guilvinec,2681,48
"29","073",GuimaÃ«c,939,34
"29","074",Guimiliau,1008,17
"29","075",Guipavas,15050,357
"29","076",Milizac-Guipronvel,4550,65
"29","077",Guissény,1991,47
"29","078",Hanvec,2036,47
"29","079",Henvic,1267,43
"29","080",Hôpital-Camfrout,2232,69
"29","081",Huelgoat,1406,27
"29","082",Ile-de-Batz,452,13
"29","083",Ile-de-Sein,260,2
"29","084",Ile-Molène,160,6
"29","085",Ile-Tudy,733,18
"29","086",Irvillac,1453,22
"29","087",Le Juch,725,16
"29","088",Kerfeunteun,"",""
"29","089",Kergloff,857,23
"29","090",Kerlaz,782,25
"29","091",Kerlouan,2097,39
"29","092",Kernével,"",""
"29","093",Kernilis,1422,31
"29","094",KernouÃ«s,665,14
"29","095",Kersaint-Plabennec,1495,26
"29","096",Lambézellec,"",""
"29","097",Lampaul-Guimiliau,2028,52
"29","098",Lampaul-Plouarzel,2145,53
"29","099",Lampaul-Ploudalmézeau,821,22
"29","100",Lanarvily,414,12
"29","101",Landéda,3576,112
"29","102",Landeleau,959,12
"29","103",Landerneau,15918,614
"29","104",Landévennec,345,6
"29","105",Landivisiau,9151,320
"29","106",Landrévarzec,1850,41
"29","107",Landudal,884,13
"29","108",Landudec,1479,40
"29","109",Landunvez,1486,36
"29","110",Langolen,861,14
"29","111",Lanhouarneau,1314,25
"29","112",Lanildut,957,18
"29","113",Lanmeur,2362,39
"29","114",Lannéanou,351,7
"29","115",Lannédern,290,4
"29","116",Lanneuffret,154,2
"29","117",Lannilis,5672,118
"29","118",Lanriec,"",""
"29","119",Lanrivoaré,1460,37
"29","120",Lanvéoc,1970,65
"29","121",Larret,"",""
"29","122",Laz,676,16
"29","123",Lennon,784,20
"29","124",Lesneven,7322,229
"29","125",Leuhan,826,17
"29","126",Loc-Brévalaire,207,6
"29","127",Loc-Eguiner-Saint-Thégonnec,"",""
"29","128",Loc-Eguiner,406,6
"29","129",Locmaria-Berrien,"",""
"29","130",Locmaria-Plouzané,5092,131
"29","131",Locmélar,474,14
"29","132",Locquénolé,795,31
"29","133",Locquirec,1513,43
"29","134",Locronan,795,26
"29","135",Loctudy,4013,107
"29","136",Locunolé,1158,23
"29","137",Logonna-Daoulas,2133,53
"29","138",Logonna-Quimerch,"",""
"29","139",Lopérec,874,141
"29","140",Loperhet,3910,86
"29","141",Loqueffret,348,4
"29","142",Lothey,460,4
"29","143",Mahalon,968,21
"29","144",La Martyre,759,9
"29","145",Confort-Meilars,873,28
"29","146",Melgven,3408,50
"29","147",Mellac,3242,79
"29","148",Mespaul,943,30
"29","149",Milizac,"",""
"29","150",MoÃ«lan-sur-Mer,6742,133
"29","151",Morlaix,14845,457
"29","152",Motreff,701,15
"29","153",Névez,2686,52
"29","154",Nizon,"",""
"29","155",Ouessant,833,19
"29","156",Pencran,2049,43
"29","157",Penhars,"",""
"29","158",Penmarch,5149,100
"29","159",Peumerit,844,17
"29","160",Plabennec,8515,164
"29","161",Pleuven,3188,82
"29","162",Pleyben,3640,265
"29","163",Pleyber-Christ,3184,77
"29","164",Ploaré,"",""
"29","165",Plobannalec-Lesconil,3568,84
"29","166",Ploéven,507,19
"29","167",Plogastel-Saint-Germain,1985,44
"29","168",Plogoff,1230,20
"29","169",Plogonnec,3178,76
"29","170",Plomelin,4191,163
"29","171",Plomeur,3828,75
"29","172",Plomodiern,2245,68
"29","173",Plonéis,2471,55
"29","174",Plonéour-Lanvern,6223,187
"29","175",Plonévez-du-Faou,2108,51
"29","176",Plonévez-Porzay,1784,44
"29","177",Plouarzel,3854,91
"29","178",Ploudalmézeau,6312,128
"29","179",Ploudaniel,3737,117
"29","180",Ploudiry,913,22
"29","181",Plouédern,2944,71
"29","182",Plouégat-Guérand,1063,22
"29","183",Plouégat-Moysan,714,9
"29","184",Plouénan,2535,57
"29","185",Plouescat,3497,93
"29","186",Plouezoc'h,1610,61
"29","187",Plougar,791,28
"29","188",Plougasnou,2737,124
"29","189",Plougastel-Daoulas,13161,365
"29","190",Plougonvelin,4183,105
"29","191",Plougonven,3454,94
"29","192",Plougoulm,1761,45
"29","193",Plougourvest,1430,29
"29","194",Plouguer,"",""
"29","195",Plouguerneau,6640,130
"29","196",Plouguin,2166,42
"29","197",Plouhinec,3951,109
"29","198",Plouider,1838,46
"29","199",Plouigneau,5086,171
"29","200",Ploujean,"",""
"29","201",Ploumoguer,2119,38
"29","202",Plounéour-Ménez,1279,36
"29","203",Plounéour-Trez,"",""
"29","204",Plounéventer,2084,35
"29","205",Plounévézel,1174,26
"29","206",Plounévez-Lochrist,2294,96
"29","207",Plourin-lès-Morlaix,4517,291
"29","208",Plourin,1245,29
"29","209",Plouvien,3832,104
"29","210",Plouvorn,2862,72
"29","211",Plouyé,659,18
"29","212",Plouzané,13496,245
"29","213",Plouzévédé,1760,40
"29","214",Plovan,681,26
"29","215",Plozévet,2948,74
"29","216",Pluguffan,4179,103
"29","217",Pont-Aven,2821,58
"29","218",Pont-Croix,1567,31
"29","219",Le Ponthou,"",""
"29","220",Pont-l'Abbé,8369,395
"29","221",Porspoder,1779,53
"29","222",Port-Launay,398,7
"29","223",Pouldavid-sur-Mer,"",""
"29","224",Pouldergat,1213,26
"29","225",Pouldreuzic,2165,45
"29","226",Poullan-sur-Mer,1507,96
"29","227",Poullaouen,1480,32
"29","228",Primelin,657,16
"29","229",Quéménéven,1114,34
"29","230",Querrien,1689,33
"29","231",Quimerch,"",""
"29","232",Quimper,63283,2478
"29","233",Quimperlé,12220,458
"29","234",Rédené,2917,62
"29","235",Le Relecq-Kerhuon,11717,234
"29","236",Riec-sur-Bélon,4180,118
"29","237",La Roche-Maurice,1814,44
"29","238",Roscanvel,836,29
"29","239",Roscoff,3489,85
"29","240",RosnoÃ«n,959,26
"29","241",Rosporden,7614,162
"29","242",Rumengol,"",""
"29","243",Saint-Coulitz,456,10
"29","244",Saint-Derrien,821,13
"29","245",Saint-Divy,1557,21
"29","246",Saint-Eloy,212,5
"29","247",Saint-Evarzec,3503,113
"29","248",Saint-Frégant,846,8
"29","249",Saint-Goazec,712,10
"29","250",Saint-Hernin,755,17
"29","251",Saint-Jean-du-Doigt,655,12
"29","252",Saint-Jean-Trolimon,933,25
"29","253",Saint-Marc,"",""
"29","254",Saint-Martin-des-Champs,4621,146
"29","255",Saint-Méen,926,20
"29","256",Saint-Nic,760,20
"29","257",Saint-Pabu,2069,62
"29","258",Saint-Pierre-Quilbignon,"",""
"29","259",Saint-Pol-de-Léon,6709,244
"29","260",Saint-Renan,8163,195
"29","261",Saint-Rivoal,211,3
"29","262",Saint-Sauveur,786,10
"29","263",Saint-Ségal,1117,17
"29","264",Saint-Servais,777,11
"29","265",Sainte-Sève,1044,31
"29","266",Saint-Thégonnec Loc-Eguiner,3044,78
"29","267",Saint-Thois,720,18
"29","268",Saint-Thonan,1899,36
"29","269",Saint-Thurien,1038,15
"29","270",Saint-Urbain,1646,35
"29","271",Saint-Vougay,893,32
"29","272",Saint-Yvi,3249,68
"29","273",Santec,2393,77
"29","274",ScaÃ«r,5295,111
"29","275",Scrignac,736,20
"29","276",Sibiril,1196,29
"29","277",Sizun,2289,78
"29","278",Spézet,1758,43
"29","279",Taulé,2898,77
"29","280",Telgruc-sur-Mer,2098,60
"29","281",Tourch,997,27
"29","282",Trébabu,360,10
"29","283",Tréboul,"",""
"29","284",Treffiagat,2406,99
"29","285",Tréflaouénan,521,7
"29","286",Tréflévénez,242,9
"29","287",Tréflez,973,21
"29","288",Trégarantec,611,7
"29","289",Trégarvan,114,6
"29","290",Tréglonou,684,15
"29","291",Trégourez,957,18
"29","292",Tréguennec,316,6
"29","293",Trégunc,7064,224
"29","294",Le Tréhou,648,14
"29","295",Trémaouézan,532,22
"29","296",Tréméoc,1347,40
"29","297",Tréméven,2321,44
"29","298",Tréogat,575,11
"29","299",Tréouergat,333,3
"29","300",Le Trévoux,1597,51
"29","301",Trézilidé,392,2
"29","302",Pont-de-Buis-lès-Quimerch,3639,136
"30","001",Aigaliers,518,13
"30","002",Aigremont,777,15
"30","003",Aigues-Mortes,8560,80
"30","004",Aigues-Vives,3338,62
"30","005",Aiguèze,215,3
"30","006",Aimargues,5717,53
"30","007",Alès,41837,615
"30","008",Allègre-les-Fumades,953,17
"30","009",Alzon,172,3
"30","010",Anduze,3327,41
"30","011",Les Angles,8476,205
"30","012",Aramon,4219,76
"30","013",Argilliers,456,21
"30","014",Arpaillargues-et-Aureillac,1022,27
"30","015",Arphy,152,5
"30","016",Arre,288,10
"30","017",Arrigas,210,2
"30","018",Aspères,514,13
"30","019",Aubais,2895,60
"30","020",Aubord,2363,43
"30","021",Aubussargues,321,4
"30","022",Aujac,179,7
"30","023",Aujargues,787,16
"30","024",Aulas,456,7
"30","025",Aumessas,230,3
"30","026",Avèze,1075,33
"30","027",Bagard,2556,59
"30","028",Bagnols-sur-Cèze,18091,358
"30","029",Barjac,1620,26
"30","030",Baron,368,4
"30","031",La Bastide-d'Engras,200,2
"30","032",Beaucaire,15906,139
"30","033",Beauvoisin,5104,55
"30","034",Bellegarde,7353,85
"30","035",Belvézet,239,1
"30","036",Bernis,3421,27
"30","037",Bessèges,2835,34
"30","038",Bez-et-Esparon,328,11
"30","039",Bezouce,2304,31
"30","040",Blandas,129,2
"30","041",Blauzac,1237,21
"30","042",Boisset-et-Gaujac,2552,44
"30","043",Boissières,581,11
"30","044",Bonnevaux,90,0
"30","045",Bordezac,390,4
"30","046",Boucoiran-et-Nozières,981,14
"30","047",Bouillargues,6272,135
"30","048",Bouquet,175,3
"30","049",Bourdic,374,17
"30","050",Bragassargues,170,1
"30","051",Branoux-les-Taillades,1338,30
"30","052",Bréau-Mars,643,18
"30","053",Brignon,787,12
"30","054",Brouzet-lès-Quissac,301,4
"30","055",Brouzet-lès-Alès,671,12
"30","056",La Bruguière,331,7
"30","057",Cabrières,1698,29
"30","058",La Cadière-et-Cambo,212,10
"30","059",Le Cailar,2418,28
"30","060",Caissargues,4150,81
"30","061",La Calmette,2363,27
"30","062",Calvisson,5898,99
"30","063",Cambo,"",""
"30","064",Campestre-et-Luc,122,2
"30","065",Canaules-et-Argentières,466,4
"30","066",Cannes-et-Clairan,533,12
"30","067",La Capelle-et-Masmolène,412,6
"30","068",Cardet,900,22
"30","069",Carnas,504,12
"30","070",Carsan,750,24
"30","071",Cassagnoles,395,2
"30","072",Castelnau-Valence,465,10
"30","073",Castillon-du-Gard,1672,87
"30","074",Causse-Bégon,24,0
"30","075",Caveirac,4308,112
"30","076",Cavillargues,854,29
"30","077",Cendras,1715,34
"30","078",Cézas,"",""
"30","079",Chambon,261,6
"30","080",Chamborigaud,876,5
"30","081",Chusclan,964,29
"30","082",Clarensac,4209,96
"30","083",Codognan,2418,38
"30","084",Codolet,618,11
"30","085",Collias,1065,15
"30","086",Collorgues,634,10
"30","087",Colognac,228,6
"30","088",Combas,635,15
"30","089",Comps,1756,31
"30","090",Concoules,262,4
"30","091",Congénies,1667,34
"30","092",Connaux,1692,49
"30","093",Conqueyrac,95,2
"30","094",Corbès,146,1
"30","095",Corconne,587,12
"30","096",Cornillon,949,21
"30","097",Courry,279,5
"30","098",Crespian,435,4
"30","099",Cros,241,8
"30","100",Cruviers-Lascours,700,9
"30","101",Deaux,651,16
"30","102",Dions,543,9
"30","103",Domazan,939,11
"30","104",Domessargues,743,18
"30","105",Dourbies,139,5
"30","106",Durfort-et-Saint-Martin-de-Sossenac,728,17
"30","107",Estézargues,601,12
"30","108",L'Estréchure,157,5
"30","109",Euzet,466,7
"30","110",Flaux,379,9
"30","111",Foissac,438,9
"30","112",Fons,1593,15
"30","113",Fons-sur-Lussan,237,3
"30","114",Fontanès,685,10
"30","115",Fontarèches,252,8
"30","116",Fournès,1077,12
"30","117",Fourques,2796,56
"30","118",Foussignargues,"",""
"30","119",Fressac,157,5
"30","120",Gagnières,1084,15
"30","121",Gailhan,250,4
"30","122",Gajan,705,13
"30","123",Gallargues-le-Montueux,3632,102
"30","124",Le Garn,214,2
"30","125",Garons,4940,50
"30","126",Garrigues-Sainte-Eulalie,731,18
"30","127",Gaujac,1079,26
"30","128",Générac,4071,68
"30","129",Générargues,694,20
"30","130",Génolhac,826,20
"30","131",Goudargues,1106,33
"30","132",La Grand-Combe,4998,96
"30","133",Le Grau-du-Roi,8419,73
"30","134",Issirac,309,4
"30","135",Jonquières-Saint-Vincent,3850,39
"30","136",Junas,1129,17
"30","137",Lamelouze,137,3
"30","138",Langlade,2222,55
"30","139",Lanuéjols,350,23
"30","140",Lasalle,1106,11
"30","141",Laudun-l'Ardoise,6331,118
"30","142",Laval-Pradel,1133,22
"30","143",Laval-Saint-Roman,213,5
"30","144",Lecques,462,9
"30","145",Lédenon,1620,25
"30","146",Lédignan,1481,24
"30","147",Lézan,1512,27
"30","148",Liouc,323,7
"30","149",Lirac,927,20
"30","150",Logrian-Florian,264,6
"30","151",Lussan,503,7
"30","152",Les Mages,2044,34
"30","153",Malons-et-Elze,125,0
"30","154",Mandagout,399,7
"30","155",Manduel,6943,97
"30","156",Marguerittes,8656,164
"30","157",Mars,"",""
"30","158",Martignargues,432,9
"30","159",Le Martinet,741,5
"30","160",Maruéjols-lès-Gardon,261,4
"30","161",Massanes,201,6
"30","162",Massillargues-Attuech,667,15
"30","163",Mauressargues,170,6
"30","164",Méjannes-le-Clap,716,14
"30","165",Méjannes-lès-Alès,1195,35
"30","166",Meynes,2503,151
"30","167",Meyrannes,794,16
"30","168",Mialet,619,17
"30","169",Milhaud,5721,134
"30","170",Molières-Cavaillac,924,31
"30","171",Molières-sur-Cèze,1219,12
"30","172",Monoblet,758,8
"30","173",Mons,1725,32
"30","174",Montaren-et-Saint-Médiers,1403,37
"30","175",Montclus,194,1
"30","176",Montdardier,195,3
"30","177",Monteils,656,10
"30","178",Montfaucon,1521,38
"30","179",Montfrin,3163,52
"30","180",Montignargues,578,9
"30","181",Montmirat,458,5
"30","182",Montpezat,1367,22
"30","183",Moulézan,665,4
"30","184",Moussac,1523,12
"30","185",Mus,1431,19
"30","186",Nages-et-Solorgues,1921,51
"30","187",Navacelles,305,8
"30","188",Ners,710,13
"30","189",Nîmes,148561,2225
"30","190",Notre-Dame-de-la-Rouvière,"",""
"30","191",Orsan,1186,28
"30","192",Orthoux-Sérignac-Quilhan,429,12
"30","193",Parignargues,694,6
"30","194",Peyremale,280,2
"30","195",Peyrolles,34,3
"30","196",Le Pin,454,11
"30","197",Les Plans,273,8
"30","198",Les Plantiers,259,6
"30","199",Pommiers,55,1
"30","200",Pompignan,957,14
"30","201",Ponteils-et-Brésis,369,6
"30","202",Pont-Saint-Esprit,10369,192
"30","203",Portes,334,8
"30","204",Potelières,363,5
"30","205",Pougnadoresse,249,4
"30","206",Poulx,4131,121
"30","207",Pouzilhac,733,6
"30","208",Puechredon,45,0
"30","209",Pujaut,3921,131
"30","210",Quissac,3299,33
"30","211",Redessan,4097,58
"30","212",Remoulins,2259,43
"30","213",Revens,20,0
"30","214",Ribaute-les-Tavernes,2113,48
"30","215",Rivières,391,3
"30","216",Robiac-Rochessadoule,823,15
"30","217",Rochefort-du-Gard,7629,185
"30","218",Rochegude,257,3
"30","219",Rogues,106,2
"30","220",Roquedur,260,6
"30","221",Roquemaure,5545,66
"30","222",La Roque-sur-Cèze,179,7
"30","223",Rousson,4251,114
"30","224",La Rouvière,607,15
"30","225",Sabran,1628,53
"30","226",Saint-Alexandre,1242,26
"30","227",Saint-Ambroix,3351,40
"30","228",Sainte-Anastasie,1722,33
"30","229",Saint-André-de-Majencoules,599,9
"30","230",Saint-André-de-Roquepertuis,589,9
"30","231",Saint-André-de-Valborgne,364,11
"30","232",Saint-André-d'Olérargues,435,14
"30","233",Saint-Bauzély,656,10
"30","234",Saint-Bénézet,284,7
"30","235",Saint-Bonnet-du-Gard,853,12
"30","236",Saint-Bonnet-de-Salendrinque,117,3
"30","237",Saint-Brès,651,12
"30","238",Saint-Bresson,62,0
"30","239",Sainte-Cécile-d'Andorge,594,3
"30","240",Saint-Césaire-de-Gauzignan,386,4
"30","241",Saint-Chaptes,1915,30
"30","242",Saint-Christol-de-Rodières,162,2
"30","243",Saint-Christol-lez-Alès,7055,182
"30","244",Saint-Clément,359,6
"30","245",Saint-Côme-et-Maruéjols,804,14
"30","246",Sainte-Croix-de-Caderle,109,7
"30","247",Saint-Denis,288,9
"30","248",Saint-Dézéry,462,4
"30","249",Saint-Dionisy,1070,13
"30","250",Saint-Etienne-de-l'Olm,405,12
"30","251",Saint-Etienne-des-Sorts,548,12
"30","252",Saint-Félix-de-Pallières,227,7
"30","253",Saint-Florent-sur-Auzonnet,1169,16
"30","254",Saint-Geniès-de-Comolas,1997,39
"30","255",Saint-Geniès-de-Malgoirès,3052,32
"30","256",Saint-Gervais,761,16
"30","257",Saint-Gervasy,1999,27
"30","258",Saint-Gilles,13931,108
"30","259",Saint-Hilaire-de-Brethmas,4503,79
"30","260",Saint-Hilaire-d'Ozilhan,1080,22
"30","261",Saint-Hippolyte-de-Caton,233,4
"30","262",Saint-Hippolyte-de-Montaigu,255,12
"30","263",Saint-Hippolyte-du-Fort,3804,138
"30","264",Saint-Jean-de-Ceyrargues,170,1
"30","265",Saint-Jean-de-Crieulon,241,2
"30","266",Saint-Jean-de-Maruéjols-et-Avéjan,852,11
"30","267",Saint-Jean-de-Serres,524,11
"30","268",Saint-Jean-de-Valériscle,626,15
"30","269",Saint-Jean-du-Gard,2437,171
"30","270",Saint-Jean-du-Pin,1517,39
"30","271",Saint-Julien-de-Cassagnas,721,15
"30","272",Saint-Julien-de-la-Nef,143,6
"30","273",Saint-Julien-de-Peyrolas,1442,27
"30","274",Saint-Julien-les-Rosiers,3401,62
"30","275",Saint-Just-et-Vacquières,315,5
"30","276",Saint-Laurent-d'Aigouze,3536,45
"30","277",Saint-Laurent-de-Carnols,500,9
"30","278",Saint-Laurent-des-Arbres,3000,68
"30","279",Saint-Laurent-la-Vernède,658,11
"30","280",Saint-Laurent-le-Minier,360,11
"30","281",Saint-Mamert-du-Gard,1652,23
"30","282",Saint-Marcel-de-Careiret,861,17
"30","283",Saint-Martial,183,3
"30","284",Saint-Martin-de-Valgalgues,4497,62
"30","285",Saint-Maurice-de-Cazevieille,754,8
"30","286",Saint-Maximin,770,18
"30","287",Saint-Michel-d'Euzet,657,11
"30","288",Saint-Nazaire,1262,19
"30","289",Saint-Nazaire-des-Gardies,86,2
"30","290",Saint-Paulet-de-Caisson,1830,59
"30","291",Saint-Paul-la-Coste,291,5
"30","292",Saint-Pons-la-Calm,454,10
"30","293",Saint-Privat-de-Champclos,349,5
"30","294",Saint-Privat-des-Vieux,5275,128
"30","295",Saint-Quentin-la-Poterie,3064,63
"30","296",Saint-Roman-de-Codières,151,14
"30","297",Saint-Sauveur-Camprieu,224,11
"30","298",Saint-Sébastien-d'Aigrefeuille,503,19
"30","299",Saint-Siffret,1097,48
"30","300",Saint-Théodorit,538,12
"30","301",Saint-Victor-des-Oules,310,4
"30","302",Saint-Victor-la-Coste,2135,46
"30","303",Saint-Victor-de-Malcap,839,21
"30","304",Salazac,189,3
"30","305",Salindres,3571,39
"30","306",Salinelles,554,8
"30","307",Les Salles-du-Gardon,2600,26
"30","308",Sanilhac-Sagriès,774,51
"30","309",Sardan,337,1
"30","310",Saumane,281,6
"30","311",Sauve,1903,22
"30","312",Sauveterre,2061,47
"30","313",Sauzet,758,7
"30","314",Savignargues,235,4
"30","315",Saze,2119,39
"30","316",Sénéchas,241,7
"30","317",Sernhac,1765,16
"30","318",Servas,208,4
"30","319",Serviers-et-Labaume,618,23
"30","320",Seynes,159,2
"30","321",Sommières,5050,63
"30","322",Soudorgues,267,6
"30","323",Soustelle,122,2
"30","324",Souvignargues,877,15
"30","325",Sumène,1388,34
"30","326",Tavel,2029,37
"30","327",Tharaux,56,2
"30","328",Théziers,1039,19
"30","329",Thoiras,438,16
"30","330",Tornac,935,25
"30","331",Tresques,1806,50
"30","332",Trèves,113,1
"30","333",Uchaud,4424,43
"30","334",Uzès,8387,329
"30","335",Vabres,134,4
"30","336",Vallabrègues,1388,20
"30","337",Vallabrix,422,6
"30","338",Vallérargues,142,4
"30","339",Val-d'Aigoual,1415,21
"30","340",Valliguières,591,11
"30","341",Vauvert,11492,118
"30","342",Vénéjan,1270,42
"30","343",Verfeuil,604,8
"30","344",Vergèze,5308,76
"30","345",La Vernarède,343,1
"30","346",Vers-Pont-du-Gard,1794,33
"30","347",Vestric-et-Candiac,1379,21
"30","348",Vézénobres,1816,102
"30","349",Vic-le-Fesq,546,3
"30","350",Le Vigan,3772,118
"30","351",Villeneuve-lès-Avignon,12216,401
"30","352",Villevieille,1791,35
"30","353",Vissec,67,1
"30","354",Montagnac,200,4
"30","355",Saint-Paul-les-Fonts,1029,21
"30","356",Rodilhan,2851,172
"31","001",Agassac,122,3
"31","002",Aignes,241,6
"31","003",Aigrefeuille,1272,29
"31","004",Ayguesvives,2679,50
"31","005",Alan,293,8
"31","006",Albiac,221,6
"31","007",Ambax,64,0
"31","008",Anan,253,4
"31","009",Antichan-de-Frontignes,186,3
"31","010",Antignac,99,3
"31","011",Arbas,268,6
"31","012",Arbon,99,2
"31","013",Ardiège,358,11
"31","014",Arguenos,81,4
"31","015",Argut-Dessous,22,1
"31","016",Argut-Dessus,"",""
"31","017",Arlos,101,2
"31","018",Arnaud-Guilhem,227,4
"31","019",Artigue,32,1
"31","020",Aspet,874,72
"31","021",Aspret-Sarrat,128,5
"31","022",Aucamville,8968,94
"31","023",Aulon,310,5
"31","024",Auragne,421,5
"31","025",Aureville,921,15
"31","026",Auriac-sur-Vendinelle,1055,21
"31","027",Auribail,200,5
"31","028",Aurignac,1243,70
"31","029",Aurin,335,6
"31","030",Ausseing,78,1
"31","031",Ausson,590,20
"31","032",Aussonne,7209,80
"31","033",Auterive,9923,95
"31","034",Auzas,231,9
"31","035",Auzeville-Tolosane,4088,247
"31","036",Auzielle,1578,48
"31","037",Avignonet-Lauragais,1602,12
"31","038",Azas,664,11
"31","039",Bachas,81,2
"31","040",Bachos,35,1
"31","041",Bagiry,113,2
"31","042",Bagnères-de-Luchon,2285,143
"31","043",Balesta,140,6
"31","044",Balma,16625,287
"31","045",Barbazan,496,10
"31","046",Baren,12,0
"31","047",Bax,92,1
"31","048",Baziège,3395,58
"31","049",Bazus,579,14
"31","050",Beauchalot,643,9
"31","051",Beaufort,467,5
"31","052",Beaumont-sur-Lèze,1587,32
"31","053",Beaupuy,1340,28
"31","054",Beauteville,184,1
"31","055",Beauville,173,3
"31","056",Beauzelle,6973,83
"31","057",Belberaud,1505,51
"31","058",Belbèze-de-Lauragais,128,1
"31","059",Belbèze-en-Comminges,114,6
"31","060",Bélesta-en-Lauragais,111,5
"31","061",Bellegarde-Sainte-Marie,191,12
"31","062",Bellesserre,107,4
"31","063",Benque,166,2
"31","064",Benque-Dessous-et-Dessus,27,0
"31","065",Bérat,3034,59
"31","066",Bessières,4127,62
"31","067",Bezins-Garraux,42,0
"31","068",Billière,27,0
"31","069",Blagnac,25525,489
"31","070",Blajan,451,8
"31","071",Bois-de-la-Pierre,441,3
"31","072",Boissède,68,2
"31","073",Bondigoux,659,21
"31","074",Bonrepos-Riquet,289,7
"31","075",Bonrepos-sur-Aussonnelle,1225,22
"31","076",Bordes-de-Rivière,471,12
"31","077",Le Born,593,15
"31","078",Boudrac,147,2
"31","079",Bouloc,4723,89
"31","080",Boulogne-sur-Gesse,1648,34
"31","081",Bourg-d'Oueil,5,0
"31","082",Bourg-Saint-Bernard,1111,21
"31","083",Boussan,233,2
"31","084",Boussens,1061,24
"31","085",Boutx,249,3
"31","086",Bouzin,88,4
"31","087",Bragayrac,323,2
"31","088",Brax,2862,95
"31","089",Bretx,679,6
"31","090",Brignemont,374,5
"31","091",Bruguières,5947,105
"31","092",Burgalays,120,0
"31","093",Le Burgaud,957,11
"31","094",Buzet-sur-Tarn,2870,51
"31","095",Cabanac-Cazaux,128,1
"31","096",Cabanac-Séguenville,180,1
"31","097",Le Cabanial,462,12
"31","098",Cadours,1089,19
"31","099",Caignac,399,4
"31","100",Calmont,2371,31
"31","101",Cambernard,467,4
"31","102",Cambiac,220,3
"31","103",Canens,59,0
"31","104",Capens,677,13
"31","105",Caragoudes,228,5
"31","106",Caraman,2544,47
"31","107",Carbonne,5791,111
"31","108",Cardeilhac,269,2
"31","109",Cassagnabère-Tournas,467,3
"31","110",Cassagne,644,13
"31","111",Castagnac,279,4
"31","112",Castagnède,190,5
"31","113",Castanet-Tolosan,14213,249
"31","114",Castelbiague,241,3
"31","115",Castelgaillard,59,1
"31","116",Castelginest,10682,117
"31","117",Castelmaurou,4359,99
"31","118",Castelnau-d'Estrétefonds,6579,103
